Name,Club Name,Competition Name,Equivalent Competition,Level,Gender,Season,Factor,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
James Al-Mourani,Diamond Valley,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2014,1.0,12,4.0,3.0,0.8,1.5,1.5,1.5,2.2,0.8,0.0,3.8,0.8,2.2,0.8,7.5,10.7,0.0,3.8,0.0,0.8,3.8,21.1,1.5,2.2,68.2
Felicity Foster-Johnson,Chelsea,D3W 2008,Division 3 Women,Senior,Female,2008,1.0,2,4.0,22.5,3.8,0.0,3.8,0.0,3.8,0.0,0.0,0.0,3.8,0.0,11.2,26.2,42.7,11.2,26.2,42.7,0.0,0.0,0.0,0.0,7.5,0.0
Joel Moss,Maccabi,Division Two Men,Division 2 Men,Senior,Male,2018,1.0,40,4.0,3.0,3.0,1.5,4.5,0.0,0.0,0.0,0.0,4.5,0.8,0.8,1.5,3.0,50.0,1.5,3.0,50.0,0.0,0.0,0.0,0.0,0.8,0.0
Steven Bowden,Mildura,Division One Men,Division 1 Men,Senior,Male,2015,1.0,5,4.0,3.0,10.5,1.5,12.0,0.0,1.5,0.0,0.0,6.0,0.0,4.5,1.5,4.5,33.3,1.5,3.0,50.0,0.0,1.5,0.0,0.0,0.0,0.0
Jessie Khera,Sandringham,Championship Women,Championship Women,Senior,Female,2008,1.0,1,4.0,15.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,15.0,7.5,15.0,50.0,7.5,15.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Simo Pajdic,Keysborough,Division Three Men,Division 3 Men,Senior,Male,2008,0.833333333333333,11,4.0,9.0,0.0,0.8,0.8,3.0,0.0,0.0,0.0,2.2,2.2,3.0,3.8,12.0,31.7,2.2,6.8,32.4,1.5,5.2,28.8,0.8,0.8,100.0
Aaron Conlon,Waverley,YL2M 2008,Youth League 1 Men,Youth,Male,2008,0.833333333333333,2,4.0,7.5,7.5,0.0,7.5,3.8,0.0,0.0,0.0,3.8,0.0,0.0,3.8,11.2,33.9,3.8,3.8,100.0,0.0,7.5,0.0,0.0,0.0,0.0
Nathan Shafter,Chelsea,D2M 2008,Division 2 Men,Senior,Male,2008,0.833333333333333,1,4.0,7.5,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,50.0
Matthew Pattle,Latrobe City,YL2M 2008,Youth League 1 Men,Youth,Male,2008,0.833333333333333,2,4.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.8,7.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.5,7.5,100.0
Daniel Wright,Craigieburn,Division Three Men,Division 3 Men,Senior,Male,2008,0.833333333333333,1,4.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,50.0
Meg Dargan,Warrandyte,Division One Women,Division 1 Women,Senior,Female,2008,1.0,3,4.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,5.2,2.2,5.2,42.3,2.2,2.2,100.0,0.0,2.2,0.0,0.0,2.2,0.0
Shaun Prendergast,Hume City,SCM 2008,Championship Men,Senior,Male,2008,0.833333333333333,3,4.0,0.0,0.0,7.5,7.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,7.5,0.0,0.0,2.2,0.0,0.0,0.0,0.0
Amy Tranter,Southern Peninsula,VBL Premier - Women,Division 1 Women,Senior,Female,2002,0.833333333333333,6,4.0,2.2,1.5,1.5,2.2,0.0,0.0,1.5,0.0,1.5,0.0,1.5,1.5,6.0,25.0,1.5,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Bec Christou,Melbourne,Championship Women,Championship Women,Senior,Female,2007,1.0,3,4.0,2.2,2.2,0.0,2.2,0.0,0.0,0.0,0.0,7.5,0.0,15.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.2,5.2,42.3
Lucci Cornelias,Darebin,D2M 2008,Division 2 Men,Senior,Male,2008,0.833333333333333,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bj Steere,Warrnambool,SCM 2008,Championship Men,Senior,Male,2008,0.833333333333333,4,4.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma Harper,Melbourne,Championship Women,Championship Women,Senior,Female,2008,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Mitch Himing,Craigieburn,Youth League Two Men,Youth League 2 Men,Youth,Male,2013,1.0,4,4.0,1.5,6.0,0.0,6.0,1.5,3.8,0.0,0.0,0.0,1.5,6.0,0.0,7.5,0.0,0.0,6.0,0.0,0.0,1.5,0.0,1.5,3.8,39.5
Ashlea Wilson,Craigieburn,VBL Division One Women,Division 2 Women,Senior,Female,2004,1.0,4,4.0,1.5,3.8,0.0,3.8,1.5,1.5,0.0,0.0,0.0,0.0,3.8,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,3.8,39.5
Kane Silver,Altona,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2018,1.0,8,4.0,0.8,1.5,0.8,3.0,1.5,0.8,0.8,0.0,4.5,0.8,4.5,0.0,4.5,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.8,1.5,53.3
Monique Williams,Keilor,Youth League Two Women,Youth League 2 Women,Youth,Female,2016,1.0,8,4.0,0.8,3.8,6.0,9.0,0.8,3.0,0.0,0.0,3.0,1.5,0.8,0.0,4.5,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.8,1.5,53.3
Rick Pearce,Bulleen,VBL Division 1 Men,Division 2 Men,Senior,Male,2003,0.833333333333333,1,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,7.5,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Terech,McKinnon,VBL Division 1 - Men,Division 2 Men,Senior,Male,2002,0.833333333333333,1,4.0,0.0,0.0,0.0,0.0,15.0,7.5,0.0,0.0,7.5,0.0,15.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Portbury,Latrobe City,Division One Men,Division 1 Men,Senior,Male,2015,1.0,1,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Jade Wise,Whittlesea,Division One Women,Division 1 Women,Senior,Female,2013,1.0,1,4.0,0.0,0.0,22.5,22.5,7.5,0.0,0.0,0.0,7.5,0.0,7.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Aneta Bandilovski,Knox,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2017,1.0,1,4.0,0.0,7.5,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amelia Guest,Hume City,Youth League Women,Victorian Youth Championship Women,Youth,Female,2010,1.0,1,4.0,0.0,7.5,0.0,7.5,7.5,0.0,0.0,0.0,15.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Urosevic,Melbourne University,Division 1 Men,Division 1 Men,Senior,Male,2012,1.0,1,4.0,0.0,7.5,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eamon Larmon Rippon,Bulleen,State Championship Men,Championship Men,Senior,Male,2012,1.0,1,4.0,0.0,7.5,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Galea,Altona,Division One Men,Division 1 Men,Senior,Male,2005,0.833333333333333,1,4.0,0.0,7.5,0.0,7.5,7.5,0.0,0.0,0.0,7.5,0.0,15.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Simone Epskamp,Dandenong,Championship Women 2006,Championship Women,Senior,Female,2006,1.0,1,4.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Benson Steere,Warrnambool,Division 1 Men,Division 1 Men,Senior,Male,2012,1.0,1,4.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Farragher,Sherbrooke,State Championship Men,Championship Men,Senior,Male,2015,1.0,1,4.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Tanner,Blackburn,Championship Men,Championship Men,Senior,Male,2019,1.0,1,4.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Jacob Philpot,Melbourne University,Division One Men,Division 1 Men,Senior,Male,2010,1.0,4,4.0,0.0,6.0,1.5,7.5,6.0,6.0,0.0,0.0,1.5,3.8,0.0,0.0,11.2,0.0,0.0,7.5,0.0,0.0,3.8,0.0,0.0,3.8,0.0
Ahlise Hurst,Mildura,Division One Women,Division 1 Women,Senior,Female,2015,1.0,2,4.0,0.0,3.8,3.8,7.5,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,11.2,0.0,0.0,3.8,0.0,0.0,0.0,0.0
Jessica Atta,Diamond Valley,State Championship Women,Championship Women,Senior,Female,2014,1.0,2,4.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,7.5,0.0,0.0,3.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0
Mia Delzoppo,Hawthorn,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2017,1.0,2,4.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0
John Sonnberger,Dandenong,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2013,1.0,3,4.0,0.0,7.5,2.2,9.8,2.2,0.0,0.0,0.0,15.0,0.0,5.2,0.0,7.5,0.0,0.0,5.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0
Anthony Luxford,Wyndham,Division One Men,Division 1 Men,Senior,Male,2011,1.0,3,4.0,0.0,5.2,2.2,7.5,2.2,0.0,0.0,2.2,5.2,0.0,2.2,0.0,7.5,0.0,0.0,5.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0
Genna Sbaglia,Whittlesea,State Championship Women,Championship Women,Senior,Female,2016,1.0,4,4.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
Jason Mccrae,Waverley,SCM 2004,Championship Men,Senior,Male,2004,0.833333333333333,1,4.0,0.0,15.0,7.5,22.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Slater,Sunbury,Division One Men,Division 1 Men,Senior,Male,2016,1.0,1,4.0,0.0,15.0,7.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Alcock,Camberwell,Youth League One Men,Youth League 1 Men,Youth,Male,2015,1.0,1,4.0,0.0,0.0,15.0,15.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Burgan,Sherbrooke,Youth League 1 Men,Victorian Youth Championship Men,Youth,Male,2010,1.0,1,4.0,0.0,7.5,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klaudia Wytrwal,Altona,Youth League One Women,Youth League 1 Women,Youth,Female,2015,1.0,2,4.0,0.0,7.5,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Reed,Keysborough,Youth League Two Men,Youth League 2 Men,Youth,Male,2013,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorgia Leonard,Hume City,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2014,1.0,1,4.0,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beau Parthenides,McKinnon,VBL Division One Men Championship,Division 2 Men,Senior,Male,2004,0.833333333333333,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooke Skorjanec,Corio Bay,Youth League One Women,Youth League 1 Women,Youth,Female,2015,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Bauermeister,Melton,Youth League Two Men,Youth League 2 Men,Youth,Male,2017,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronte Burke,Geelong United,State Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2011,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Moon,Sunbury,Division One Men,Division 1 Men,Senior,Male,2009,0.833333333333333,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Lucas Driver,Darebin,Division Two Men,Division 2 Men,Senior,Male,2009,0.833333333333333,2,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Eichler,Corio Bay,State Championship Men,Championship Men,Senior,Male,2013,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tristan Fitzsimmons,Shepparton,Division Two Men,Division 2 Men,Senior,Male,2013,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,7.5,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Katrina Laczoffy,Hawthorn,Division One Women,Division 1 Women,Senior,Female,2009,1.0,1,4.0,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,22.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whynter Waterhouse Brennan,Western Port,Division One Women,Division 1 Women,Senior,Female,2019,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caitlin Shadbolt,Shepparton,VBL Premier - Women,Division 1 Women,Senior,Female,2003,1.0,1,4.0,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Thatcher,Sherbrooke,Division Two Men,Division 2 Men,Senior,Male,2019,1.0,2,4.0,0.0,7.5,0.0,7.5,0.0,3.8,0.0,0.0,3.8,3.8,3.8,0.0,3.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grace Watson,Western Port,Division One Women,Division 1 Women,Senior,Female,2017,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Raynor,Casey,Division One Men,Division 1 Men,Senior,Male,2013,1.0,1,4.0,0.0,0.0,7.5,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Sleiman,Coburg,Division One Men,Division 1 Men,Senior,Male,2006,0.833333333333333,2,4.0,0.0,3.8,3.8,7.5,0.0,0.0,0.0,0.0,18.8,0.0,7.5,0.0,3.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Mekalel,Melton,Division Two Men,Division 2 Men,Senior,Male,2006,0.833333333333333,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,7.5,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Ward,Hawthorn,VBL Division 1 Men,Division 2 Men,Senior,Male,2003,0.833333333333333,1,4.0,0.0,7.5,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,22.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Lachie Robinson,Horsham,Division Two Men,Division 2 Men,Senior,Male,2006,0.833333333333333,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Margaret Hare,Chelsea,Division Two Women,Division 2 Women,Senior,Female,2013,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,7.5,7.5,0.0,7.5,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Outred,Casey,Division Two Men,Division 2 Men,Senior,Male,2013,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacey Richardson,Keysborough,Division Two Men,Division 2 Men,Senior,Male,2013,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikeala Watson,Geelong United,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2015,1.0,1,4.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deng Lal,Craigieburn,Division Two Men,Division 2 Men,Senior,Male,2018,1.0,4,4.0,0.0,3.8,3.8,7.5,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikita Nikit,Wyndham,Youth League One Women,Youth League 1 Women,Youth,Female,2017,1.0,1,4.0,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Rb Gedo,Chelsea,Youth League Two Men,Youth League 2 Men,Youth,Male,2014,1.0,6,4.0,0.0,3.8,1.5,5.2,0.0,2.2,0.0,0.0,5.2,3.8,2.2,0.0,5.2,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,2.2,0.0
Amanda Eames,Altona,Division Three Women,Division 3 Women,Senior,Female,2009,1.0,2,4.0,0.0,3.8,0.0,3.8,0.0,3.8,0.0,3.8,11.2,3.8,7.5,0.0,7.5,0.0,0.0,3.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0
Ashley Patterson,Altona,Division 1 Women,Division 1 Women,Senior,Female,2012,1.0,4,4.0,0.0,1.5,1.5,3.8,0.0,0.0,0.0,1.5,6.0,3.8,1.5,0.0,11.2,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Bowman,Warrnambool,SCM 2007,Championship Men,Senior,Male,2007,0.833333333333333,2,4.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bree Phillips,Hawthorn,VBL Division One Women,Division 2 Women,Senior,Female,2004,1.0,2,4.0,0.0,0.0,3.8,3.8,0.0,0.0,0.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
Sally Cameron,Altona,Division 1 Women,Division 1 Women,Senior,Female,2012,1.0,2,4.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,7.5,0.0,0.0,3.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0
Michael Johnson,Knox,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2017,1.0,4,4.0,0.0,3.8,0.0,3.8,0.0,0.0,1.5,0.0,3.8,0.0,1.5,0.0,3.8,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0
Rhys Lucas,Diamond Valley,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2014,1.0,2,4.0,0.0,0.0,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebecca Young,Ringwood,Championship Women 2003,Championship Women,Senior,Female,2003,1.0,2,4.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holly Cutajar,Altona,Division One Women,Division 1 Women,Senior,Female,2013,1.0,2,4.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,3.8,0.0,3.8,11.2,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0
Joshua De Jonge,Sunbury,Division One Men,Division 1 Men,Senior,Male,2018,1.0,14,4.0,0.0,0.8,0.0,0.8,0.0,0.0,0.8,0.0,6.8,0.8,0.8,0.0,6.8,0.0,0.0,2.2,0.0,0.0,4.5,0.0,0.0,0.0,0.0
Zoe Fielding,Sherbrooke,D2W 2006,Division 2 Women,Senior,Female,2006,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Beau Hough,Frankston,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2015,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirra Gadsby,Frankston,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2015,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Green,Warrandyte,Division One Men,Division 1 Men,Senior,Male,2016,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarryd Reid,Coburg,Division Two Men,Division 2 Men,Senior,Male,2013,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayden Geary,Keilor,Youth League One Men,Youth League 1 Men,Youth,Male,2013,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachael Rimington,Camberwell,Division 1 Women,Division 1 Women,Senior,Female,2012,1.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,3.8,0.0,11.2,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma Wright,Hume City,State Championship Women,Championship Women,Senior,Female,2017,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Pask,Casey,Division 2 Men,Division 2 Men,Senior,Male,2012,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma Pedretti,Bendigo,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2014,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashleigh Zuccolo,Ringwood,Championship Women 2003,Championship Women,Senior,Female,2003,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taryn Gardiner,Ringwood,D2W 2005,Division 2 Women,Senior,Female,2005,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,30.0,0.0,0.0,7.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0
