Name,Gender,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
Alex Vichidvongsa,Male,16,12.1,4.2,1.7,0.6,2.2,0.7,0.4,0.1,0.1,1.4,0.9,1.5,1.6,5.6,28.6,0.8,2.6,30.8,0.8,3.0,26.7,0.3,0.8,37.5
Alex Vladusic,Male,11,15.3,3.5,3.2,2.5,5.6,0.0,0.3,0.1,0.5,2.1,0.8,1.2,1.5,5.2,28.8,1.5,5.2,28.8,0.0,0.0,0.0,0.5,1.2,41.7
Alex Vucetic,Female,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Wykes,Male,19,25.6,5.3,3.6,1.8,5.5,0.7,0.5,1.4,0.5,2.4,1.4,2.4,2.2,7.5,29.3,2.0,6.0,33.3,0.2,1.5,13.3,0.8,1.7,47.1
Alex Yeoman,Female,38,9.8,3.4,0.6,0.5,1.1,0.6,0.2,0.1,0.2,1.1,0.3,0.7,1.3,3.5,37.1,1.0,2.6,38.5,0.3,0.9,33.3,0.4,0.6,66.7
Alexander Andrews,Male,49,26.4,8.5,3.2,1.4,4.6,2.5,1.7,0.2,0.2,3.0,2.0,1.9,2.9,6.8,42.6,2.2,4.4,50.0,0.7,2.4,29.2,1.4,2.0,70.0
Alexander Banko,Male,4,4.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.5,0.8,62.5,0.5,0.8,62.5,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Bolzonello,Male,10,10.3,2.4,1.2,1.0,2.2,0.8,0.4,0.0,0.1,1.7,1.2,0.3,0.7,1.8,38.9,0.7,1.8,38.9,0.0,0.0,0.0,0.8,1.4,57.1
Alexander Burgess,Male,101,16.3,5.1,1.2,0.4,1.6,2.2,0.9,0.1,0.2,1.9,2.0,2.2,1.6,4.8,33.3,1.3,3.4,38.2,0.3,1.3,23.1,1.5,2.3,65.2
Alexander Caiafa,Male,17,16.9,3.9,1.6,0.5,2.1,1.6,0.4,0.0,0.1,1.2,1.4,2.1,1.2,3.7,32.4,1.1,2.6,42.3,0.2,1.1,18.2,1.2,1.8,66.7
Alexander Cameron,Male,16,16.8,3.8,2.9,1.6,4.5,0.9,0.4,0.6,0.3,2.8,2.2,1.7,1.3,4.0,32.5,1.3,3.7,35.1,0.0,0.3,0.0,1.2,2.6,46.2
Alexander Cocco,Male,93,30.4,16.6,2.9,0.8,3.8,3.4,3.7,0.3,0.4,2.8,3.4,2.4,6.0,13.8,43.5,4.1,8.6,47.7,1.9,5.2,36.5,2.5,3.8,65.8
Alexander Davie,Male,24,30.9,10.1,3.8,1.8,5.6,2.0,2.3,0.4,0.2,2.6,2.4,2.2,3.7,8.3,44.6,3.0,5.9,50.8,0.7,2.4,29.2,2.0,2.6,76.9
Alexander El Bazouni,Male,80,21.0,6.7,4.2,3.6,7.9,0.5,0.5,0.4,0.4,2.6,1.9,1.0,2.8,7.5,37.3,2.8,7.2,38.9,0.0,0.3,0.0,1.0,2.3,43.5
Alexander Gynes,Male,93,32.7,17.9,6.0,2.5,8.4,2.8,0.9,0.5,0.7,2.2,4.2,2.8,6.5,14.4,45.1,5.9,12.0,49.2,0.7,2.4,29.2,2.7,4.6,58.7
Alexander Higgins-Titsha,Male,11,29.6,19.5,6.0,1.7,7.7,1.9,1.8,1.9,0.2,2.9,2.9,4.1,7.4,13.3,55.6,5.7,9.7,58.8,1.6,3.5,45.7,3.1,4.2,73.8
Alexander Hiller,Male,70,16.6,3.8,1.7,1.2,2.8,1.6,1.0,0.2,0.2,1.4,1.6,1.4,1.6,4.0,40.0,1.5,3.6,41.7,0.1,0.3,33.3,0.6,1.6,37.5
Alexander Kanellis,Male,24,19.6,4.8,2.2,1.1,3.3,2.5,0.8,0.1,0.2,1.7,2.6,1.5,1.7,4.5,37.8,1.3,3.3,39.4,0.4,1.2,33.3,1.0,1.7,58.8
Alexander Mcleod,Male,65,15.5,5.1,2.7,1.9,4.6,0.8,0.4,1.2,0.4,2.0,1.5,1.3,1.9,4.5,42.2,1.9,4.5,42.2,0.0,0.1,0.0,0.9,1.8,50.0
Alexander Michailidis,Male,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Alexander Naoumidis,Male,6,28.3,14.8,3.7,1.5,5.2,1.0,0.3,0.5,1.2,2.3,5.0,5.5,6.2,14.8,41.9,5.7,12.2,46.7,0.5,2.7,18.5,2.0,4.3,46.5
Alexander Ross,Male,12,17.3,3.4,2.1,1.3,3.4,0.8,0.8,0.2,0.0,1.7,0.0,1.5,1.1,2.6,42.3,1.1,2.6,42.3,0.0,0.0,0.0,1.2,2.0,60.0
Alexander Rosser,Male,14,8.9,2.1,1.5,0.6,2.1,0.1,0.0,0.0,0.0,0.8,0.3,0.3,0.4,1.0,40.0,0.3,0.9,33.3,0.1,0.1,100.0,0.6,1.0,60.0
